Approved Symbol	Synonyms	Chromosome	Entrez Gene ID	Gene Family Name
SLA2	FLJ21992, SLAP-2	20q11.23	84174	SH2 domain containing
SLAIN1	FLJ30046	13q22.3	122060	
SLAIN2	FLJ21611	4p12	57606	
SLAMF1	CD150	1q23.3	6504	CD molecules|Immunoglobulin-like domain containing
SLAMF6	KALI, NTBA, KALIb, Ly108, SF2000, NTB-A, CD352	1q23.1	114836	CD molecules|V-set domain containing|Immunoglobulin-like domain containing
SLAMF6P1		1q23.3		
SLAMF7	CRACC, 19A, CS1, CD319	1q23.1-q24.1	57823	CD molecules|V-set domain containing
SLAMF8	BLAME, SBBI42, CD353	1q23.1	56833	CD molecules|Immunoglobulin-like domain containing
SLAMF9	CD2F-10, CD84-H1, SF2001	1q23.1	89886	V-set domain containing
SLBP	HBP	4p16.3	7884	
SLC1A1	EAAC1, EAAT3	9p24	6505	Solute carriers
SLC1A2	GLT-1, EAAT2	11p13-p12	6506	Solute carriers
SLC1A3	EAAT1, GLAST, EA6	5p13	6507	Solute carriers
SLC1A4	SATT, ASCT1	2p15-p13	6509	Solute carriers
SLC1A5	AAAT, ASCT2	19q13.32	6510	Solute carriers|Minor histocompatibility antigens
SLC1A6	EAAT4	19p13.12	6511	Solute carriers
SLC1A7	EAAT5	1p32.3	6512	Solute carriers
SLC2A1	DYT18, DYT9	1p34.2	6513	Solute carriers
SLC2A1-AS1		1p34.2	440584	
SLC2A2		3q26.2-q27	6514	Solute carriers
SLC2A3		12p13.3	6515	Solute carriers
SLC2A3P1		5q34	100128062	
SLC2A3P2		1p31.3	391045	
SLC2A3P4		8q21.3	399495	
SLC2A4		17p13	6517	Solute carriers
SLC2A4RG	GEF, HDBP1, Si-1-2, Si-1-2-19	20q13.33	56731	
SLC2A5		1p36.2	6518	Solute carriers
SLC2A6	GLUT9, GLUT6, HSA011372	9q34	11182	Solute carriers
SLC2A7	GLUT7	1p36.2	155184	Solute carriers
SLC2A8	GLUTX1, GLUT8	9q33.3	29988	Solute carriers
SLC2A9	Glut9, GLUTX, URATv1	4p16.1	56606	Solute carriers
SLC2A10	GLUT10	20q13.12	81031	Solute carriers
SLC2A11	GLUT11, GLUT10	22q11.23	66035	Solute carriers
SLC2A12	GLUT12, GLUT8	6q23.2	154091	Solute carriers
SLC2A13	HMIT	12q12	114134	Solute carriers
SLC2A13P1		8q12.1		
SLC2A14	GLUT14	12p13.31	144195	Solute carriers
SLC2AXP1		2q11.1	399496	Solute carriers
SLC3A1	CSNU1, D2H, RBAT, ATR1, NBAT	2p16.3	6519	Solute carriers
SLC3A2	4T2HC, 4F2, NACAE, CD98, CD98HC, 4F2HC	11q12-q22	6520	Solute carriers
SLC4A1	RTA1A, CD233, FR, SW, WR	17q21.31	6521	Solute carriers|Blood group antigens|CD molecules
SLC4A1AP	kanadaptin, HLC3	2p23.3	22950	
SLC4A1APP1		9p21.1	100288436	
SLC4A1APP2		1q31.1	100422527	
SLC4A2	HKB3, BND3L, NBND3	7q36.1	6522	Solute carriers
SLC4A3	AE3, SLC2C	2q35	6508	Solute carriers
SLC4A4	NBC1, HNBC1, NBC2, pNBC, hhNMC	4q13.3	8671	Solute carriers
SLC4A5	NBC4	2p13.1	57835	Solute carriers
SLC4A7	NBC3, SBC2	3p24.1	9497	Solute carriers
SLC4A8	NBC3	12q13.13	9498	Solute carriers
SLC4A9	AE4	5q31.3	83697	Solute carriers
SLC4A10	NBCn2, NCBE	2q24.2	57282	Solute carriers
SLC4A11	dJ794I6.2, BTR1, NaBC1, FECD4	20p13	83959	Solute carriers
SLC5A1	D22S675, NAGT	22q12.3	6523	Solute carriers
SLC5A2		16p11.2	6524	Solute carriers
SLC5A3	SMIT, SMIT1	21q22.11	6526	Solute carriers
SLC5A4	SAAT1, SGLT3, DJ90G24.4	22q12.3	6527	Solute carriers
SLC5A4P1		11q24.2	100422550	
SLC5A5	NIS	19p13.11	6528	Solute carriers
SLC5A6	SMVT	2p23	8884	Solute carriers
SLC5A7	hCHT, CHT1	2q12	60482	Solute carriers
SLC5A8	AIT	12q23.1	160728	Solute carriers
SLC5A9	SGLT4	1p33	200010	Solute carriers
SLC5A10	SGLT5	17p11.2	125206	Solute carriers
SLC5A11	KST1, SMIT2, SGLT6	16p12.1	115584	Solute carriers
SLC5A12	MGC52019, SMCT2	11p14.2	159963	Solute carriers
SLC6A1	GAT1, GABATR, GABATHG	3p25.3	6529	Solute carriers
SLC6A1-AS1		3p25.3		
SLC6A2	NET	16q12.2	6530	Solute carriers
SLC6A3	DAT	5p15.3	6531	Solute carriers
SLC6A4	5-HTT, SERT1	17q11.2	6532	Solute carriers
SLC6A5	GLYT2	11p15.1	9152	Solute carriers
SLC6A6	TAUT	3p25.1	6533	Solute carriers
SLC6A6P1		21q21.1	54019	
SLC6A7	PROT	5q32	6534	Solute carriers
SLC6A8	CRTR, CT1	Xq28	6535	Solute carriers
SLC6A9	GLYT1	1p33	6536	Solute carriers
SLC6A10P	CT-2	16p11.2	386757	Solute carriers
SLC6A11	GAT3	3p25.3	6538	Solute carriers
SLC6A12	BGT-1	12p13	6539	Solute carriers
SLC6A13	GAT2	12p13.33	6540	Solute carriers
SLC6A14		Xq23	11254	Solute carriers
SLC6A15	hv7-3, NTT73, FLJ10316, V7-3, SBAT1	12q21.31	55117	Solute carriers
SLC6A16	NTT5	19q13.33	28968	Solute carriers
SLC6A17		1p13.2	388662	Solute carriers
SLC6A18	FLJ31236, Xtrp2	5p15	348932	Solute carriers
SLC6A19		5p15	340024	Solute carriers
SLC6A20	XT3, Xtrp3	3p21.6	54716	Solute carriers
SLC6A21P		19q13.33	652969	Solute carriers
SLC7A1	CAT-1, HCAT1, REC1L	13q12.3	6541	Solute carriers
SLC7A2	CAT-2, HCAT2	8p22	6542	Solute carriers
SLC7A3	CAT-3, ATRC3, FLJ14541	Xq12	84889	Solute carriers
SLC7A4	HCAT3, CAT-4, VH	22q11.21	6545	Solute carriers
SLC7A5	LAT1, E16, D16S469E, MPE16, CD98	16q24.3	8140	Solute carriers|CD molecules
SLC7A5P1	LAT1-3TM, MLAS	16p11.2	81893	
SLC7A5P2	IMAA, hLAT1-3TM	16p12.2	387254	
SLC7A6	y+LAT-2, KIAA0245, LAT3, LAT-2	16q22.1	9057	Solute carriers
SLC7A6OS	FLJ13291	16q22.1	84138	
SLC7A7	y+LAT-1	14q11.2	9056	Solute carriers
SLC7A8	LPI-PC1, LAT2	14q11.2	23428	Solute carriers
SLC7A9		19q13.11	11136	Solute carriers
SLC7A10	asc-1	19q13.11	56301	Solute carriers
SLC7A11	xCT	4q28.3	23657	Solute carriers
SLC7A11-AS1		4q28.3	641364	
SLC7A13	AGT-1, XAT2	8q21.3	157724	Solute carriers
SLC7A14	KIAA1613, PPP1R142	3q26.2	57709	Solute carriers|Protein phosphatase 1 regulatory subunits
SLC7A15P		2p24.1	100289450	Solute carriers
SLC8A1		2p22.1	6546	Solute carriers
SLC8A1-AS1		2p22.1	100128590	
SLC8A2	NCX2, KIAA1087	19q13.32	6543	Solute carriers
SLC8A3	NCX3	14q24.1	6547	Solute carriers
SLC8B1	FLJ22233, NCKX6, NCLX	12q24.13	80024	Solute carriers
SLC9A1	PPP1R143	1p36.1-p35	6548	Solute carriers|Protein phosphatase 1 regulatory subunits
SLC9A2		2q11.2	6549	Solute carriers
SLC9A3		5p15.3	6550	Solute carriers
SLC9A3P1		10q11.23	6551	
SLC9A3P2		22q11.21	128997	
SLC9A3P3		10q11.23	728990	
SLC9A3R1	NHERF, EBP50	17q25.1	9368	
SLC9A3R2	SIP-1, TKA-1, NHERF-2, E3KARP	16p13.3	9351	
SLC9A4	NHE4	2q12.1	389015	Solute carriers
SLC9A5	NHE5	16q22.1	6553	Solute carriers
SLC9A6	NHE6, KIAA0267	Xq26.3	10479	Solute carriers
SLC9A7	NHE7	Xp11.3	84679	Solute carriers
SLC9A7P1		12q23.1	121456	
SLC9A8	KIAA0939, NHE8	20q13.13	23315	Solute carriers
SLC9A9	FLJ35613, NHE9	3q24	285195	Solute carriers
SLC9A9-AS1		3q24		
SLC9A9-AS2		3q24		
SLC9B1	NHA1	4q24	150159	Solute carriers
SLC9B1P1		Yq11.21	100128190	
SLC9B1P2		2p11.1	389000	
SLC9B1P3		10p11.1	100421008	
SLC9B1P4		22q11.1	644768	
SLC9B1P5		16p11.2	100533705	
SLC9B2	FLJ23984, NHA2	4q24	133308	Solute carriers
SLC9C1	NHE	3q13	285335	Solute carriers
SLC9C2	MGC43026	1q25.1	284525	Solute carriers
SLC10A1	NTCP	14q24.2	6554	Solute carriers
SLC10A2		13q33	6555	Solute carriers
SLC10A3	P3, DXS253E	Xq28	8273	Solute carriers
SLC10A4	MGC29802	4p12	201780	Solute carriers
SLC10A5		8q21.13	347051	Solute carriers
SLC10A5P1		8q21.13	100631269	
SLC10A6	SOAT	4q22.1	345274	Solute carriers
SLC10A7	MGC25043, DKFZp566M114, DKFZp313H0531, DKFZp779O2438	4q31.2	84068	Solute carriers
SLC11A1		2q35	6556	Solute carriers
SLC11A2	DCT1, DMT1	12q13	4891	Solute carriers
SLC12A1	NKCC2	15q15-q21	6557	Solute carriers
SLC12A2	NKCC1, BSC, BSC2, PPP1R141	5q23.3	6558	Solute carriers|Protein phosphatase 1 regulatory subunits
SLC12A3	NCCT	16q13		Solute carriers
SLC12A4	KCC1	16q22.1	6560	Solute carriers
SLC12A5	KIAA1176, KCC2	20q13.12	57468	Solute carriers
SLC12A6		15q13	9990	Solute carriers
SLC12A7	KCC4, DKFZP434F076	5p15	10723	Solute carriers
SLC12A8	CCC9	3q21.2	84561	Solute carriers
SLC12A9	CIP1	7q22	56996	Solute carriers
SLC13A1	NaSi-1, NAS1	7q31.32	6561	Solute carriers
SLC13A2	NaDC-1	17p13.2	9058	Solute carriers
SLC13A3	NADC3, SDCT2	20q13.12	64849	Solute carriers
SLC13A4	SUT-1, SUT1	7q33	26266	Solute carriers
SLC13A5	NACT	17p13.1	284111	Solute carriers
SLC14A1	HsT1341, RACH1, RACH2	18q11-q12	6563	Solute carriers|Blood group antigens
SLC14A2	HUT2, UT2	18q12.1-q21.1	8170	Solute carriers
SLC14A2-AS1		18q12.3	101927980	
SLC15A1	PEPT1, HPECT1, HPEPT1	13q32.3	6564	Solute carriers
SLC15A2	PEPT2	3q21.1	6565	Solute carriers
SLC15A3	PHT2, hPTR3	11q12.2	51296	Solute carriers
SLC15A4	PHT1, PTR4	12q24.32	121260	Solute carriers
SLC15A5		12p12.3	729025	Solute carriers
SLC16A1	MCT, MCT1	1p12	6566	Solute carriers
SLC16A1-AS1		1p13.2	100506392	
SLC16A1P1		7q35	100422547	
SLC16A2	XPCT, MCT8, MCT7	Xq13.2	6567	Solute carriers
SLC16A3	MCT3, MCT4	17q25.3	9123	Solute carriers
SLC16A4	MCT4, MCT5	1p13.3	9122	Solute carriers
SLC16A5	MCT5, MCT6	17q25.1	9121	Solute carriers
SLC16A6	MCT6, MCT7	17q24.2	9120	Solute carriers
SLC16A6P1		17q24.1	440459	
SLC16A7	MCT2	12q14.1	9194	Solute carriers
SLC16A8	MCT3, REMP	22q12.3-q13.2	23539	Solute carriers
SLC16A9	FLJ43803, MCT9	10q21.3	220963	Solute carriers
SLC16A10	TAT1, MCT10	6q21-q22	117247	Solute carriers
SLC16A11	FLJ90193, MCT11	17p13.2	162515	Solute carriers
SLC16A12	MCT12	10q23.32	387700	Solute carriers
SLC16A12-AS1		10q23.31	101926906	
SLC16A13	MCT13	17p13.1	201232	Solute carriers
SLC16A14	FLJ30794, MCT14	2q37.1	151473	Solute carriers
SLC16A14P1		8q23.1	100128685	
SLC17A1	NAPI-1	6p22.2	6568	Solute carriers
SLC17A2	NPT3	6p22.2	10246	Solute carriers
SLC17A3	NPT4	6p22.2	10786	Solute carriers
SLC17A4	KIAA2138	6p22.2	10050	Solute carriers
SLC17A5	AST, SD, ISSD, NSD, SIALIN, SLD	6q13	26503	Solute carriers
SLC17A6	DNPI, VGLUT2	11p14.3	57084	Solute carriers
SLC17A7	BNPI, VGLUT1	19q13.33	57030	Solute carriers
SLC17A8	VGLUT3	12q23.1	246213	Solute carriers
SLC17A9	FLJ23412, VNUT	20q13.33	63910	Solute carriers
SLC18A1	CGAT	8p21.3	6570	Solute carriers
SLC18A2	SVMT, SVAT	10q25	6571	Solute carriers
SLC18A3	VACHT	10q11.2	6572	Solute carriers
SLC18B1	dJ55C23.6	6q22.3-q23.3	116843	Solute carriers
SLC19A1	FOLT	21q22.3	6573	Solute carriers|Minor histocompatibility antigens
SLC19A2	THTR1	1q23.3	10560	Solute carriers
SLC19A3	THTR2	2q37	80704	Solute carriers
SLC20A1	PiT-1, Glvr-1	2q13	6574	Solute carriers
SLC20A1P1		14q32.33	192127	
SLC20A1P2		14q32.33	192128	
SLC20A1P3		15q11.1	646052	
SLC20A2	PiT-2, Glvr-2	8p11.21	6575	Solute carriers
SLC22A1	OCT1	6q25.3	6580	Solute carriers
SLC22A2	OCT2	6q25.3	6582	Solute carriers
SLC22A3	OCT3, EMT	6q25.3	6581	Solute carriers
SLC22A4	OCTN1, MGC34546	5q23.3	6583	Solute carriers
SLC22A5	OCTN2, SCD	5q23.3	6584	Solute carriers
SLC22A6	ROAT1, PAHT, OAT1	11q12.3	9356	Solute carriers
SLC22A7	NLT, OAT2	6p21.1	10864	Solute carriers
SLC22A8	OAT3	11q12.3	9376	Solute carriers
SLC22A9	OAT4, FLJ23666, UST3, OAT7	11q12.3	114571	Solute carriers
SLC22A10	OAT5, hOAT5	11q12.3	387775	Solute carriers
SLC22A11	OAT4	11q13.3	55867	Solute carriers
SLC22A12	OAT4L, RST, URAT1	11q13.1	116085	Solute carriers
SLC22A13	OCTL1, OCTL3, OAT10	3p22.2	9390	Solute carriers
SLC22A14	OCTL2	3p21.3	9389	Solute carriers
SLC22A15	FLIPT1	1p12	55356	Solute carriers
SLC22A16	FLIPT2, CT2, OKB1, OAT6	6q21	85413	Solute carriers
SLC22A17	BOCT, BOIT, NGALR	14q11.2	51310	Solute carriers
SLC22A18	BWR1A, TSSC5, ITM	11p15.5	5002	Solute carriers
SLC22A18AS	BWR1B, p27-BWR1B	11p15.5	5003	
SLC22A20	Oat6, FLJ16331	11q13.1	440044	Solute carriers
SLC22A23	FLJ22174	6p25.2	63027	Solute carriers
SLC22A24	MGC34821, NET46	11q12.3	283238	Solute carriers
SLC22A25	UST6, HIMTP, MGC120420	11q12.3	387601	Solute carriers
SLC22A31		16q24.3	146429	Solute carriers
SLC23A1	YSPL3, SVCT1	5q31.2	9963	Solute carriers
SLC23A2	SVCT2, KIAA0238, YSPL2	20p13	9962	Solute carriers
SLC23A3	SVCT3, FLJ31168, Yspl1	2q35	151295	Solute carriers
SLC23A4P		7q33	641842	Solute carriers
SLC24A1	NCKX1, NCKX, RODX, KIAA0702, HsT17412, CSNB1D	15q22.31	9187	Solute carriers
SLC24A2	NCKX2	9p22.1	25769	Solute carriers
SLC24A3		20p13	57419	Solute carriers
SLC24A4	NCKX4	14q32.12	123041	Solute carriers
SLC24A5	JSX, OCA6	15q21.1	283652	Solute carriers
SLC25A1	CTP	22q11	6576	Solute carriers
SLC25A1P1		11q14.2	100131457	
SLC25A1P2		7q11.21	100133079	
SLC25A1P3		7q11.21	644159	
SLC25A1P4		16p11.2	100132355	
SLC25A1P5		19q11	642290	
SLC25A2	ORNT2	5q31.3	83884	Solute carriers
SLC25A3		12q23.1	5250	Solute carriers
SLC25A3P1	FLJ40434	1p32.3	163742	
SLC25A3P2		12q24.13	100128618	
SLC25A3P3		18p11.32	100422606	
SLC25A4	T1	4q35	291	Solute carriers
SLC25A5	T2, 2F1, T3	Xq24	292	Solute carriers
SLC25A5-AS1		Xq24	100303728	
SLC25A5P1	bK250D10.4	22q13.2	266623	
SLC25A5P2	LOC344371	2p22.3	344371	
SLC25A5P3		7p11.2	222005	
SLC25A5P4		13q21.1	100131027	
SLC25A5P5	TCAG_29001	7p14.3	442525	
SLC25A5P6		4q35.2	644042	
SLC25A5P7		6q22.31	442255	
SLC25A5P8		9p21.1	392301	
SLC25A5P9		5q13.3	100133074	
SLC25A6	ANT3Y, MGC17525	Xp22.32 and Yp11.3	293	Solute carriers|Pseudoautosomal region 1
SLC25A6P1	dJ1065O2.2	20p11.22	128790	
SLC25A6P2		9p21.1	138412	
SLC25A6P3		1p32.3	100422686	
SLC25A6P4		18q23	100422690	
SLC25A6P5		9q31.2	100129319	
SLC25A6P6		6q13	100128312	
SLC25A10		17q25.3	1468	Solute carriers
SLC25A11	OGC	17p13.3	8402	Solute carriers
SLC25A12	Aralar	2q24	8604	Solute carriers|EF-hand domain containing
SLC25A13	CITRIN, ARALAR2	7q21.3	10165	Solute carriers|EF-hand domain containing
SLC25A14	BMCP1, UCP5	Xq24	9016	Solute carriers
SLC25A14P1		4q21.23	100288343	
SLC25A15	ORC1, D13S327	13q14	10166	Solute carriers
SLC25A15P1	SLC25A15PY1	Yq11.223	100422624	
SLC25A15P2		13q12.11		
SLC25A15P3		13q12.13	100422635	
SLC25A15P4		21p11.2	100422636	
SLC25A15P5		22q11.1	100422642	
SLC25A16	GDA, D10S105E, HGT.1, ML7	10q21.3-q22.1	8034	Solute carriers
SLC25A17	PMP34	22q13.2	10478	Solute carriers
SLC25A18		22q11.2	83733	Solute carriers
SLC25A18P1		10q26.11		
SLC25A19	DNC, MUP1, TPC	17q25.1	60386	Solute carriers
SLC25A20	CAC	3p21.31	788	Solute carriers
SLC25A20P1		6p12	789	
SLC25A21	ODC1, ODC	14q13.3	89874	Solute carriers
SLC25A21-AS1		14q13.3	100129794	
SLC25A22	GC1, FLJ13044, NET44, EIEE3	11p15.5	79751	Solute carriers
SLC25A23	FLJ30339, MGC2615, APC2	19p13.1	79085	Solute carriers|EF-hand domain containing
SLC25A24	DKFZp586G0123, APC1	1p13.2	29957	Solute carriers|EF-hand domain containing
SLC25A24P1		1p13.3	727941	
SLC25A24P2		1p13.3	100422608	
SLC25A25	KIAA1896, PCSCL, MCSC	9q34	114789	Solute carriers|EF-hand domain containing
SLC25A25-AS1		9q34.11	100289019	
SLC25A26		3p14.2	115286	Solute carriers
SLC25A27	UCP4, FLJ33552	6p12.3	9481	Solute carriers
SLC25A28	MRS3/4, MRS4L	10q24.2	81894	Solute carriers
SLC25A29	FLJ38975	14q32.2	123096	Solute carriers
SLC25A30		13q14	253512	Solute carriers
SLC25A30-AS1		13q14.13		
SLC25A31	DKFZP434N1235, ANT4	4q28	83447	Solute carriers
SLC25A32	MFTC	8q22.3	81034	Solute carriers
SLC25A33	MGC4399, BMSC-MCP, PNC1	1p36.22	84275	Solute carriers
SLC25A34	DKFZp781A10161	1p36.13	284723	Solute carriers
SLC25A35	FLJ40217	17p13.1	399512	Solute carriers
SLC25A36	FLJ10618, PNC2	3q23	55186	Solute carriers
SLC25A36P1		19q13.43		
SLC25A37	MSCP, MFRN, MFRN1	8p21.2	51312	Solute carriers
SLC25A38	FLJ20551	3p22.1	54977	Solute carriers
SLC25A38P1		1q24.3	441915	
SLC25A39	FLJ22407, CGI-69	17q12	51629	Solute carriers
SLC25A39P1		1q32.1	100420877	
SLC25A39P2		12p13.2		
SLC25A40	MCFP	7q21.12	55972	Solute carriers
SLC25A41	FLJ40442, MGC34725, APC4	19p13.3	284427	Solute carriers
SLC25A42	MGC26694	19p13.11	284439	Solute carriers
SLC25A43		Xq24	203427	Solute carriers
SLC25A44	FLJ90431, KIAA0446	1q22	9673	Solute carriers
SLC25A45		11q13.1	283130	Solute carriers
SLC25A46		5q22.1	91137	Solute carriers
SLC25A47		14q32.2	283600	Solute carriers
SLC25A47P1		11q12.1		
SLC25A48	FLJ44862, HDMCP	5q31.1	153328	Solute carriers
SLC25A51	MGC14836, CG7943	9p13.3-p12	92014	Solute carriers
SLC25A51P1	bA707M13.1	6q12	442229	
SLC25A51P2		18p11.23	645423	
SLC25A51P3		8q21.13	100128119	
SLC25A52		18q12.1	147407	Solute carriers
SLC25A53		Xq22.2	401612	Solute carriers
SLC26A1	SAT-1, EDM4	4p16.3	10861	Solute carriers
SLC26A2	DTDST	5q31-q34	1836	Solute carriers
SLC26A3		7q31	1811	Solute carriers
SLC26A4	PDS	7q31	5172	Solute carriers
SLC26A4-AS1		7q22.3	286002	
SLC26A5	DFNB61	7q22	375611	Solute carriers
SLC26A6	DKFZp586E1422	3p21.31	65010	Solute carriers
SLC26A7	SUT2	8q23	115111	Solute carriers
SLC26A8		6p21	116369	Solute carriers
SLC26A9		1q32.1	115019	Solute carriers
SLC26A10		12q13	65012	Solute carriers
SLC26A11		17q25	284129	Solute carriers
SLC27A1	FATP1, FATP, MGC71751, FLJ00336, ACSVL5	19p13.11	376497	Solute carriers|Acyl-CoA synthetase family
SLC27A2	FATP2, hFACVL1, VLACS, VLCS, HsT17226, ACSVL1	15q21.2	11001	Solute carriers|Acyl-CoA synthetase family
SLC27A3	FATP3, MGC4365, ACSVL3	1q21.1	11000	Solute carriers|Acyl-CoA synthetase family
SLC27A4	FATP4, ACSVL4	9q34.13	10999	Solute carriers|Acyl-CoA synthetase family
SLC27A5	FATP5, VLACSR, VLCS-H2, VLCSH2, FACVL3, FLJ22987, ACSVL6, ACSB	19q13.43	10998	Solute carriers|Acyl-CoA synthetase family
SLC27A6	FATP6, VLCS-H1, FACVL2, ACSVL2	5q23.3	28965	Solute carriers|Acyl-CoA synthetase family
SLC28A1	CNT1	15q25.3	9154	Solute carriers
SLC28A2	CNT2, SPNT1, HCNT2, HsT17153	15q15	9153	Solute carriers
SLC28A3	CNT3	9q21.33	64078	Solute carriers
SLC29A1		6p21.1	2030	Solute carriers
SLC29A2	DER12	11q13	3177	Solute carriers
SLC29A3	ENT3, FLJ11160	10q22.2	55315	Solute carriers
SLC29A4	FLJ34923, ENT4	7p22.2	222962	Solute carriers
SLC29A4P1		7p11.2	402509	
SLC29A4P2		7q11.21	100132308	
SLC30A1	ZRC1	1q32.3	7779	Solute carriers
SLC30A2		1p35.3	7780	Solute carriers
SLC30A3		2p23.3	7781	Solute carriers
SLC30A4		15q21.1	7782	Solute carriers
SLC30A5	ZTL1, ZnT-5, FLJ12496, FLJ12756, ZNT5, MGC5499, ZNTL1	5q13.1	64924	Solute carriers
SLC30A6	FLJ31101, ZNT6	2p22.3	55676	Solute carriers
SLC30A7	ZnTL2, ZNT7	1p21.1	148867	Solute carriers
SLC30A8		8q24.11	169026	Solute carriers
SLC30A9	HUEL, ZNT9, GAC63	4p13	10463	Solute carriers
SLC30A10	DKFZp547M236, ZnT-10, ZRC1, ZNT8	1q41	55532	Solute carriers
SLC31A1	hCTR1, CTR1	9q32	1317	Solute carriers
SLC31A1P1	CTR1psi	3q26.31	117151	
SLC31A2	hCTR2, CTR2	9q32	1318	Solute carriers
SLC32A1	VGAT, bA122O1.1	20q11	140679	Solute carriers
SLC33A1	AT-1, AT1	3q25.31	9197	Solute carriers
SLC34A1	NAPI-3, NPTIIa, SLC11	5q35.3	6569	Solute carriers
SLC34A2	NAPI-3B	4p15.2	10568	Solute carriers
SLC34A3	NPTIIc, FLJ38680	9q34.3	142680	Solute carriers
SLC35A1	CMPST, hCST	6q15	10559	Solute carriers
SLC35A2	UGAT, UGT, UGT1, UGT2, UGTL	Xp11.23-p11.22	7355	Solute carriers
SLC35A3		1p21	23443	Solute carriers
SLC35A4		5q31.3	113829	Solute carriers
SLC35A5	FLJ20730	3q13.13	55032	Solute carriers
SLC35B1	UGTREL1	17q21.32	10237	Solute carriers
SLC35B2	UGTrel4	6p21.1	347734	Solute carriers
SLC35B3	CGI-19, dJ453H5.1, PAPST2	6p24.3	51000	Solute carriers
SLC35B4	FLJ14697, YEA4	7q33	84912	Solute carriers
SLC35C1	FUCT1, FLJ11320	11p11.2	55343	Solute carriers
SLC35C2	CGI-15, bA394O2.1	20q13.12	51006	Solute carriers
SLC35D1	UGTREL7, KIAA0260	1p31.3	23169	Solute carriers
SLC35D2	UGTrel8, SQV7L	9q22.33	11046	Solute carriers
SLC35D3		6q23.2	340146	Solute carriers
SLC35E1	FLJ14251	19p13.11	79939	Solute carriers
SLC35E1P1		13q12.11	727991	
SLC35E2	KIAA0447	1p36.33	9906	Solute carriers
SLC35E2B		1p36.33	728661	Solute carriers
SLC35E3	BLOV1	12q15	55508	Solute carriers
SLC35E4		22q12.2	339665	Solute carriers
SLC35F1	dJ230I3.1	6q22.31	222553	Solute carriers
SLC35F2	FLJ13018	11q22.3	54733	Solute carriers
SLC35F3	FLJ37712	1q42.3	148641	Solute carriers
SLC35F4	FLJ37712	14q22.3	341880	Solute carriers
SLC35F5	FLJ22004	2q14.1	80255	Solute carriers
SLC35F6	FLJ20555, ANT2BP, TANGO9	2p24.1	54978	
SLC35G1	FLJ33990, C10orf60	10q23.33	159371	Solute carriers
SLC35G2	MGC3295, DKFZp564K2464	3q22.3	80723	Solute carriers
SLC35G3	FLJ40154	17q21.1	146861	Solute carriers
SLC35G4		18p11.21	646000	Solute carriers
SLC35G5		8p23.1	83650	Solute carriers
SLC35G6		17p13.1	643664	Solute carriers
SLC36A1	LYAAT-1, PAT1, TRAMD3	5q33.1	206358	Solute carriers
SLC36A2	PAT2, tramdorin, TRAMD1	5q33.1	153201	Solute carriers
SLC36A3	PAT3, TRAMD2, tramdorin2	5q33.1	285641	Solute carriers
SLC36A4	PAT4, FLJ38932	11q21	120103	Solute carriers
SLC37A1		21q22.3	54020	Solute carriers
SLC37A2	FLJ00171	11q24.2	219855	Solute carriers
SLC37A3	DKFZp761N0624	7q34	84255	Solute carriers
SLC37A4	GSD1b, GSD1c, GSD1d	11q23.3	2542	Solute carriers
SLC38A1	ATA1, NAT2, SAT1	12q13.11	81539	Solute carriers
SLC38A2	SAT2, ATA2, KIAA1382, SNAT2	12q13.11	54407	Solute carriers
SLC38A3	G17, SN1	3p21.3	10991	Solute carriers
SLC38A4	PAAT, NAT3, ATA3	12q13	55089	Solute carriers
SLC38A5	SN2, JM24	Xp11.23	92745	Solute carriers
SLC38A6	NAT-1	14q23.1	145389	Solute carriers
SLC38A7	FLJ10815	16q21	55238	Solute carriers
SLC38A8		16q23.3	146167	Solute carriers
SLC38A9	FLJ90709	5q11.2	153129	Solute carriers
SLC38A10	MGC15523, PP1744	17q25.3	124565	Solute carriers
SLC38A11	FLJ39822, AVT2	2q24.3	151258	Solute carriers
SLC39A1	ZIP1	1q21	27173	Solute carriers
SLC39A2	ZIP2	14q11.1	29986	Solute carriers
SLC39A3	ZIP3	19p13.3	29985	Solute carriers
SLC39A4	ZIP4, AWMS2	8q24.3	55630	Solute carriers
SLC39A5		12q13.3	283375	Solute carriers
SLC39A6	LIV-1	18q12.2	25800	Solute carriers
SLC39A7	H2-KE4, D6S2244E, KE4, RING5, ZIP7	6p21.3	7922	Solute carriers
SLC39A8	BIGM103	4q24	64116	Solute carriers
SLC39A9	FLJ11274	14q24.1	55334	Solute carriers
SLC39A10	KIAA1265, FLJ90515, DKFZp564L2123	2q33.1	57181	Solute carriers
SLC39A11		17q24.3-q25.1	201266	Solute carriers
SLC39A12	FLJ30499	10p12.33	221074	Solute carriers
SLC39A12-AS1		10p12.33	100129213	
SLC39A13	FLJ25785	11p11.2	91252	Solute carriers
SLC39A14	KIAA0062, NET34, ZIP14	8p21.2	23516	Solute carriers
SLC40A1	MTP1, IREG1, FPN1, HFE4	2q32	30061	Solute carriers
SLC41A1	MgtE	1q32.1	254428	Solute carriers
SLC41A2	DKFZP434K0427	12q24.11	84102	Solute carriers
SLC41A3	FLJ20473	3q21.2	54946	Solute carriers
SLC43A1	R00504, PB39	11q12.1	8501	Solute carriers
SLC43A2	MGC34680	17p13.3	124935	Solute carriers
